,,,,,soft_scc,soft_non
  KY: Johnson County (21115),2010-2013,female,0-44,hw,0,0
  KY: Johnson County (21115),2010-2013,female,0-44,b,0,0
  KY: Johnson County (21115),2010-2013,female,45-64,nhw,0,0
  KY: Johnson County (21115),2010-2013,female,45-64,hw,0,0
  KY: Johnson County (21115),2010-2013,female,45-64,b,0,0
  KY: Johnson County (21115),2010-2013,female,65+,nhw,0,0
  KY: Johnson County (21115),2010-2013,female,65+,hw,0,0
  KY: Johnson County (21115),2010-2013,female,65+,b,0,0
  KY: Kenton County (21117),2000-2004,male,0-44,nhw,0,3
  KY: Kenton County (21117),2000-2004,male,0-44,hw,0,0
  KY: Kenton County (21117),2000-2004,male,0-44,b,0,0
  KY: Kenton County (21117),2000-2004,male,45-64,nhw,0,2
  KY: Kenton County (21117),2000-2004,male,45-64,hw,0,0
  KY: Kenton County (21117),2000-2004,male,45-64,b,0,0
  KY: Kenton County (21117),2000-2004,male,65+,nhw,0,4
  KY: Kenton County (21117),2000-2004,male,65+,hw,0,0
  KY: Kenton County (21117),2000-2004,male,65+,b,0,1
  KY: Kenton County (21117),2000-2004,female,0-44,nhw,0,8
  KY: Kenton County (21117),2000-2004,female,0-44,hw,0,0
  KY: Kenton County (21117),2000-2004,female,0-44,b,0,0
  KY: Kenton County (21117),2000-2004,female,45-64,nhw,0,6
  KY: Kenton County (21117),2000-2004,female,45-64,hw,0,0
  KY: Kenton County (21117),2000-2004,female,45-64,b,0,0
  KY: Kenton County (21117),2000-2004,female,65+,nhw,0,4
  KY: Kenton County (21117),2000-2004,female,65+,hw,0,0
  KY: Kenton County (21117),2000-2004,female,65+,b,0,0
  KY: Kenton County (21117),2005-2009,male,0-44,nhw,0,4
  KY: Kenton County (21117),2005-2009,male,0-44,hw,0,0
  KY: Kenton County (21117),2005-2009,male,0-44,b,0,1
  KY: Kenton County (21117),2005-2009,male,45-64,nhw,0,5
  KY: Kenton County (21117),2005-2009,male,45-64,hw,0,0
  KY: Kenton County (21117),2005-2009,male,45-64,b,0,0
  KY: Kenton County (21117),2005-2009,male,65+,nhw,0,4
  KY: Kenton County (21117),2005-2009,male,65+,hw,0,0
  KY: Kenton County (21117),2005-2009,male,65+,b,0,0
  KY: Kenton County (21117),2005-2009,female,0-44,nhw,0,2
  KY: Kenton County (21117),2005-2009,female,0-44,hw,0,0
  KY: Kenton County (21117),2005-2009,female,0-44,b,0,0
  KY: Kenton County (21117),2005-2009,female,45-64,nhw,0,3
  KY: Kenton County (21117),2005-2009,female,45-64,hw,0,0
  KY: Kenton County (21117),2005-2009,female,45-64,b,0,0
  KY: Kenton County (21117),2005-2009,female,65+,nhw,0,3
  KY: Kenton County (21117),2005-2009,female,65+,hw,0,0
  KY: Kenton County (21117),2005-2009,female,65+,b,0,0
  KY: Kenton County (21117),2010-2013,male,0-44,nhw,0,3
  KY: Kenton County (21117),2010-2013,male,0-44,hw,0,0
  KY: Kenton County (21117),2010-2013,male,0-44,b,0,1
  KY: Kenton County (21117),2010-2013,male,45-64,nhw,0,2
  KY: Kenton County (21117),2010-2013,male,45-64,hw,0,1
  KY: Kenton County (21117),2010-2013,male,45-64,b,0,2
  KY: Kenton County (21117),2010-2013,male,65+,nhw,0,2
  KY: Kenton County (21117),2010-2013,male,65+,hw,0,0
  KY: Kenton County (21117),2010-2013,male,65+,b,0,0
  KY: Kenton County (21117),2010-2013,female,0-44,nhw,0,2
  KY: Kenton County (21117),2010-2013,female,0-44,hw,0,0
  KY: Kenton County (21117),2010-2013,female,0-44,b,0,0
  KY: Kenton County (21117),2010-2013,female,45-64,nhw,0,3
  KY: Kenton County (21117),2010-2013,female,45-64,hw,0,0
  KY: Kenton County (21117),2010-2013,female,45-64,b,0,0
  KY: Kenton County (21117),2010-2013,female,65+,nhw,0,1
  KY: Kenton County (21117),2010-2013,female,65+,hw,0,0
  KY: Kenton County (21117),2010-2013,female,65+,b,0,0
  KY: Knott County (21119),2000-2004,male,0-44,nhw,0,1
  KY: Knott County (21119),2000-2004,male,0-44,hw,0,0
  KY: Knott County (21119),2000-2004,male,0-44,b,0,0
  KY: Knott County (21119),2000-2004,male,45-64,nhw,0,0
  KY: Knott County (21119),2000-2004,male,45-64,hw,0,0
  KY: Knott County (21119),2000-2004,male,45-64,b,0,0
  KY: Knott County (21119),2000-2004,male,65+,nhw,0,0
  KY: Knott County (21119),2000-2004,male,65+,hw,0,0
  KY: Knott County (21119),2000-2004,male,65+,b,0,0
  KY: Knott County (21119),2000-2004,female,0-44,nhw,0,2
  KY: Knott County (21119),2000-2004,female,0-44,hw,0,0
  KY: Knott County (21119),2000-2004,female,0-44,b,0,0
  KY: Knott County (21119),2000-2004,female,45-64,nhw,0,0
  KY: Knott County (21119),2000-2004,female,45-64,hw,0,0
  KY: Knott County (21119),2000-2004,female,45-64,b,0,0
  KY: Knott County (21119),2000-2004,female,65+,nhw,0,1
  KY: Knott County (21119),2000-2004,female,65+,hw,0,0
  KY: Knott County (21119),2000-2004,female,65+,b,0,0
  KY: Knott County (21119),2005-2009,male,0-44,nhw,0,0
  KY: Knott County (21119),2005-2009,male,0-44,hw,0,0
  KY: Knott County (21119),2005-2009,male,0-44,b,0,0
  KY: Knott County (21119),2005-2009,male,45-64,nhw,0,0
  KY: Knott County (21119),2005-2009,male,45-64,hw,0,0
  KY: Knott County (21119),2005-2009,male,45-64,b,0,0
  KY: Knott County (21119),2005-2009,male,65+,nhw,0,0
  KY: Knott County (21119),2005-2009,male,65+,hw,0,0
  KY: Knott County (21119),2005-2009,male,65+,b,0,0
  KY: Knott County (21119),2005-2009,female,0-44,nhw,0,0
  KY: Knott County (21119),2005-2009,female,0-44,hw,0,0
  KY: Knott County (21119),2005-2009,female,0-44,b,0,0
  KY: Knott County (21119),2005-2009,female,45-64,nhw,0,0
  KY: Knott County (21119),2005-2009,female,45-64,hw,0,0
  KY: Knott County (21119),2005-2009,female,45-64,b,0,0
  KY: Knott County (21119),2005-2009,female,65+,nhw,0,1
  KY: Knott County (21119),2005-2009,female,65+,hw,0,0
  KY: Knott County (21119),2005-2009,female,65+,b,0,0
  KY: Knott County (21119),2010-2013,male,0-44,nhw,0,0
  KY: Knott County (21119),2010-2013,male,0-44,hw,0,0
  KY: Knott County (21119),2010-2013,male,0-44,b,0,0
  KY: Knott County (21119),2010-2013,male,45-64,nhw,0,0
  KY: Knott County (21119),2010-2013,male,45-64,hw,0,0
  KY: Knott County (21119),2010-2013,male,45-64,b,0,0
  KY: Knott County (21119),2010-2013,male,65+,nhw,0,1
  KY: Knott County (21119),2010-2013,male,65+,hw,0,0
  KY: Knott County (21119),2010-2013,male,65+,b,0,0
  KY: Knott County (21119),2010-2013,female,0-44,nhw,0,0
  KY: Knott County (21119),2010-2013,female,0-44,hw,0,0
  KY: Knott County (21119),2010-2013,female,0-44,b,0,0
  KY: Knott County (21119),2010-2013,female,45-64,nhw,0,1
  KY: Knott County (21119),2010-2013,female,45-64,hw,0,0
  KY: Knott County (21119),2010-2013,female,45-64,b,0,0
  KY: Knott County (21119),2010-2013,female,65+,nhw,0,0
  KY: Knott County (21119),2010-2013,female,65+,hw,0,0
  KY: Knott County (21119),2010-2013,female,65+,b,0,0
  KY: Knox County (21121),2000-2004,male,0-44,nhw,0,1
  KY: Knox County (21121),2000-2004,male,0-44,hw,0,0
  KY: Knox County (21121),2000-2004,male,0-44,b,0,0
  KY: Knox County (21121),2000-2004,male,45-64,nhw,0,1
  KY: Knox County (21121),2000-2004,male,45-64,hw,0,0
  KY: Knox County (21121),2000-2004,male,45-64,b,0,0
  KY: Knox County (21121),2000-2004,male,65+,nhw,0,0
  KY: Knox County (21121),2000-2004,male,65+,hw,0,0
  KY: Knox County (21121),2000-2004,male,65+,b,0,0
  KY: Knox County (21121),2000-2004,female,0-44,nhw,0,1
  KY: Knox County (21121),2000-2004,female,0-44,hw,0,0
  KY: Knox County (21121),2000-2004,female,0-44,b,0,0
  KY: Knox County (21121),2000-2004,female,45-64,nhw,0,0
  KY: Knox County (21121),2000-2004,female,45-64,hw,0,0
  KY: Knox County (21121),2000-2004,female,45-64,b,0,0
  KY: Knox County (21121),2000-2004,female,65+,nhw,0,0
  KY: Knox County (21121),2000-2004,female,65+,hw,0,0
  KY: Knox County (21121),2000-2004,female,65+,b,0,0
  KY: Knox County (21121),2005-2009,male,0-44,nhw,0,0
  KY: Knox County (21121),2005-2009,male,0-44,hw,0,0
  KY: Knox County (21121),2005-2009,male,0-44,b,0,0
  KY: Knox County (21121),2005-2009,male,45-64,nhw,0,0
  KY: Knox County (21121),2005-2009,male,45-64,hw,0,0
  KY: Knox County (21121),2005-2009,male,45-64,b,0,0
  KY: Knox County (21121),2005-2009,male,65+,nhw,0,0
  KY: Knox County (21121),2005-2009,male,65+,hw,0,0
  KY: Knox County (21121),2005-2009,male,65+,b,0,0
  KY: Knox County (21121),2005-2009,female,0-44,nhw,0,3
  KY: Knox County (21121),2005-2009,female,0-44,hw,0,0
  KY: Knox County (21121),2005-2009,female,0-44,b,0,0
  KY: Knox County (21121),2005-2009,female,45-64,nhw,0,0
  KY: Knox County (21121),2005-2009,female,45-64,hw,0,0
  KY: Knox County (21121),2005-2009,female,45-64,b,0,0
  KY: Knox County (21121),2005-2009,female,65+,nhw,0,1
  KY: Knox County (21121),2005-2009,female,65+,hw,0,0
  KY: Knox County (21121),2005-2009,female,65+,b,0,0
  KY: Knox County (21121),2010-2013,male,0-44,nhw,0,1
  KY: Knox County (21121),2010-2013,male,0-44,hw,0,0
  KY: Knox County (21121),2010-2013,male,0-44,b,0,0
  KY: Knox County (21121),2010-2013,male,45-64,nhw,0,0
  KY: Knox County (21121),2010-2013,male,45-64,hw,0,0
  KY: Knox County (21121),2010-2013,male,45-64,b,0,0
  KY: Knox County (21121),2010-2013,male,65+,nhw,0,3
  KY: Knox County (21121),2010-2013,male,65+,hw,0,0
  KY: Knox County (21121),2010-2013,male,65+,b,0,0
  KY: Knox County (21121),2010-2013,female,0-44,nhw,0,3
  KY: Knox County (21121),2010-2013,female,0-44,hw,0,0
  KY: Knox County (21121),2010-2013,female,0-44,b,0,0
  KY: Knox County (21121),2010-2013,female,45-64,nhw,0,1
  KY: Knox County (21121),2010-2013,female,45-64,hw,0,0
  KY: Knox County (21121),2010-2013,female,45-64,b,0,0
  KY: Knox County (21121),2010-2013,female,65+,nhw,0,0
  KY: Knox County (21121),2010-2013,female,65+,hw,0,0
  KY: Knox County (21121),2010-2013,female,65+,b,0,0
  KY: Larue County (21123),2000-2004,male,0-44,nhw,0,0
  KY: Larue County (21123),2000-2004,male,0-44,hw,0,0
  KY: Larue County (21123),2000-2004,male,0-44,b,0,0
  KY: Larue County (21123),2000-2004,male,45-64,nhw,0,2
  KY: Larue County (21123),2000-2004,male,45-64,hw,0,0
  KY: Larue County (21123),2000-2004,male,45-64,b,0,0
  KY: Larue County (21123),2000-2004,male,65+,nhw,0,0
  KY: Larue County (21123),2000-2004,male,65+,hw,0,0
  KY: Larue County (21123),2000-2004,male,65+,b,0,0
  KY: Larue County (21123),2000-2004,female,0-44,nhw,0,0
  KY: Larue County (21123),2000-2004,female,0-44,hw,0,0
  KY: Larue County (21123),2000-2004,female,0-44,b,0,0
  KY: Larue County (21123),2000-2004,female,45-64,nhw,0,1
  KY: Larue County (21123),2000-2004,female,45-64,hw,0,0
  KY: Larue County (21123),2000-2004,female,45-64,b,0,0
  KY: Larue County (21123),2000-2004,female,65+,nhw,0,0
  KY: Larue County (21123),2000-2004,female,65+,hw,0,0
  KY: Larue County (21123),2000-2004,female,65+,b,0,0
  KY: Larue County (21123),2005-2009,male,0-44,nhw,0,0
  KY: Larue County (21123),2005-2009,male,0-44,hw,0,0
  KY: Larue County (21123),2005-2009,male,0-44,b,0,0
  KY: Larue County (21123),2005-2009,male,45-64,nhw,0,0
  KY: Larue County (21123),2005-2009,male,45-64,hw,0,0
  KY: Larue County (21123),2005-2009,male,45-64,b,0,0
  KY: Larue County (21123),2005-2009,male,65+,nhw,0,1
  KY: Larue County (21123),2005-2009,male,65+,hw,0,0
  KY: Larue County (21123),2005-2009,male,65+,b,0,0
  KY: Larue County (21123),2005-2009,female,0-44,nhw,0,0
  KY: Larue County (21123),2005-2009,female,0-44,hw,0,0
  KY: Larue County (21123),2005-2009,female,0-44,b,0,0
  KY: Larue County (21123),2005-2009,female,45-64,nhw,0,0
  KY: Larue County (21123),2005-2009,female,45-64,hw,0,0
  KY: Larue County (21123),2005-2009,female,45-64,b,0,0
  KY: Larue County (21123),2005-2009,female,65+,nhw,0,0
  KY: Larue County (21123),2005-2009,female,65+,hw,0,0
  KY: Larue County (21123),2005-2009,female,65+,b,0,0
  KY: Larue County (21123),2010-2013,male,0-44,nhw,0,0
  KY: Larue County (21123),2010-2013,male,0-44,hw,0,0
  KY: Larue County (21123),2010-2013,male,0-44,b,0,0
  KY: Larue County (21123),2010-2013,male,45-64,nhw,0,0
  KY: Larue County (21123),2010-2013,male,45-64,hw,0,0
  KY: Larue County (21123),2010-2013,male,45-64,b,0,0
  KY: Larue County (21123),2010-2013,male,65+,nhw,0,0
  KY: Larue County (21123),2010-2013,male,65+,hw,0,0
  KY: Larue County (21123),2010-2013,male,65+,b,0,0
  KY: Larue County (21123),2010-2013,female,0-44,nhw,0,1
  KY: Larue County (21123),2010-2013,female,0-44,hw,0,0
  KY: Larue County (21123),2010-2013,female,0-44,b,0,0
  KY: Larue County (21123),2010-2013,female,45-64,nhw,0,2
  KY: Larue County (21123),2010-2013,female,45-64,hw,0,0
  KY: Larue County (21123),2010-2013,female,45-64,b,0,0
  KY: Larue County (21123),2010-2013,female,65+,nhw,0,0
  KY: Larue County (21123),2010-2013,female,65+,hw,0,0
  KY: Larue County (21123),2010-2013,female,65+,b,0,0
  KY: Laurel County (21125),2000-2004,male,0-44,nhw,0,0
  KY: Laurel County (21125),2000-2004,male,0-44,hw,0,0
  KY: Laurel County (21125),2000-2004,male,0-44,b,0,0
  KY: Laurel County (21125),2000-2004,male,45-64,nhw,0,1
  KY: Laurel County (21125),2000-2004,male,45-64,hw,0,0
  KY: Laurel County (21125),2000-2004,male,45-64,b,0,0
  KY: Laurel County (21125),2000-2004,male,65+,nhw,0,1
  KY: Laurel County (21125),2000-2004,male,65+,hw,0,0
  KY: Laurel County (21125),2000-2004,male,65+,b,0,0
  KY: Laurel County (21125),2000-2004,female,0-44,nhw,0,3
  KY: Laurel County (21125),2000-2004,female,0-44,hw,0,0
  KY: Laurel County (21125),2000-2004,female,0-44,b,0,0
  KY: Laurel County (21125),2000-2004,female,45-64,nhw,0,2
  KY: Laurel County (21125),2000-2004,female,45-64,hw,0,0
  KY: Laurel County (21125),2000-2004,female,45-64,b,0,0
  KY: Laurel County (21125),2000-2004,female,65+,nhw,0,4
  KY: Laurel County (21125),2000-2004,female,65+,hw,0,0
  KY: Laurel County (21125),2000-2004,female,65+,b,0,0
  KY: Laurel County (21125),2005-2009,male,0-44,nhw,0,0
  KY: Laurel County (21125),2005-2009,male,0-44,hw,0,0
  KY: Laurel County (21125),2005-2009,male,0-44,b,0,0
  KY: Laurel County (21125),2005-2009,male,45-64,nhw,0,1
  KY: Laurel County (21125),2005-2009,male,45-64,hw,0,0
  KY: Laurel County (21125),2005-2009,male,45-64,b,0,0
  KY: Laurel County (21125),2005-2009,male,65+,nhw,0,0
  KY: Laurel County (21125),2005-2009,male,65+,hw,0,0
  KY: Laurel County (21125),2005-2009,male,65+,b,0,0
  KY: Laurel County (21125),2005-2009,female,0-44,nhw,0,0
  KY: Laurel County (21125),2005-2009,female,0-44,hw,0,0
  KY: Laurel County (21125),2005-2009,female,0-44,b,0,0
  KY: Laurel County (21125),2005-2009,female,45-64,nhw,0,1
  KY: Laurel County (21125),2005-2009,female,45-64,hw,0,0
  KY: Laurel County (21125),2005-2009,female,45-64,b,0,0
  KY: Laurel County (21125),2005-2009,female,65+,nhw,1,4
  KY: Laurel County (21125),2005-2009,female,65+,hw,0,0
  KY: Laurel County (21125),2005-2009,female,65+,b,0,0
  KY: Laurel County (21125),2010-2013,male,0-44,nhw,0,3
  KY: Laurel County (21125),2010-2013,male,0-44,hw,0,0
  KY: Laurel County (21125),2010-2013,male,0-44,b,0,0
  KY: Laurel County (21125),2010-2013,male,45-64,nhw,0,4
  KY: Laurel County (21125),2010-2013,male,45-64,hw,0,0
  KY: Laurel County (21125),2010-2013,male,45-64,b,0,0
  KY: Laurel County (21125),2010-2013,male,65+,nhw,0,0
  KY: Laurel County (21125),2010-2013,male,65+,hw,0,0
  KY: Laurel County (21125),2010-2013,male,65+,b,0,0
  KY: Laurel County (21125),2010-2013,female,0-44,nhw,0,1
  KY: Laurel County (21125),2010-2013,female,0-44,hw,0,0
  KY: Laurel County (21125),2010-2013,female,0-44,b,0,0
  KY: Laurel County (21125),2010-2013,female,45-64,nhw,0,1
  KY: Laurel County (21125),2010-2013,female,45-64,hw,0,0
  KY: Laurel County (21125),2010-2013,female,45-64,b,0,0
  KY: Laurel County (21125),2010-2013,female,65+,nhw,0,2
  KY: Laurel County (21125),2010-2013,female,65+,hw,0,0
  KY: Laurel County (21125),2010-2013,female,65+,b,0,0
  KY: Lawrence County (21127),2000-2004,male,0-44,nhw,0,0
  KY: Lawrence County (21127),2000-2004,male,0-44,hw,0,0
  KY: Lawrence County (21127),2000-2004,male,0-44,b,0,0
  KY: Lawrence County (21127),2000-2004,male,45-64,nhw,0,0
  KY: Lawrence County (21127),2000-2004,male,45-64,hw,0,0
  KY: Lawrence County (21127),2000-2004,male,45-64,b,0,0
  KY: Lawrence County (21127),2000-2004,male,65+,nhw,0,3
  KY: Lawrence County (21127),2000-2004,male,65+,hw,0,0
  KY: Lawrence County (21127),2000-2004,male,65+,b,0,0
  KY: Lawrence County (21127),2000-2004,female,0-44,nhw,0,0
  KY: Lawrence County (21127),2000-2004,female,0-44,hw,0,0
  KY: Lawrence County (21127),2000-2004,female,0-44,b,0,0
  KY: Lawrence County (21127),2000-2004,female,45-64,nhw,0,0
  KY: Lawrence County (21127),2000-2004,female,45-64,hw,0,0
  KY: Lawrence County (21127),2000-2004,female,45-64,b,0,0
  KY: Lawrence County (21127),2000-2004,female,65+,nhw,0,0
  KY: Lawrence County (21127),2000-2004,female,65+,hw,0,0
  KY: Lawrence County (21127),2000-2004,female,65+,b,0,0
  KY: Lawrence County (21127),2005-2009,male,0-44,nhw,0,0
  KY: Lawrence County (21127),2005-2009,male,0-44,hw,0,0
  KY: Lawrence County (21127),2005-2009,male,0-44,b,0,0
  KY: Lawrence County (21127),2005-2009,male,45-64,nhw,0,0
  KY: Lawrence County (21127),2005-2009,male,45-64,hw,0,0
  KY: Lawrence County (21127),2005-2009,male,45-64,b,0,0
  KY: Lawrence County (21127),2005-2009,male,65+,nhw,0,0
  KY: Lawrence County (21127),2005-2009,male,65+,hw,0,0
  KY: Lawrence County (21127),2005-2009,male,65+,b,0,0
  KY: Lawrence County (21127),2005-2009,female,0-44,nhw,0,0
  KY: Lawrence County (21127),2005-2009,female,0-44,hw,0,0
  KY: Lawrence County (21127),2005-2009,female,0-44,b,0,0
  KY: Lawrence County (21127),2005-2009,female,45-64,nhw,0,1
  KY: Lawrence County (21127),2005-2009,female,45-64,hw,0,0
  KY: Lawrence County (21127),2005-2009,female,45-64,b,0,0
  KY: Lawrence County (21127),2005-2009,female,65+,nhw,0,0
  KY: Lawrence County (21127),2005-2009,female,65+,hw,0,0
  KY: Lawrence County (21127),2005-2009,female,65+,b,0,0
  KY: Lawrence County (21127),2010-2013,male,0-44,nhw,0,1
  KY: Lawrence County (21127),2010-2013,male,0-44,hw,0,0
  KY: Lawrence County (21127),2010-2013,male,0-44,b,0,0
  KY: Lawrence County (21127),2010-2013,male,45-64,nhw,0,0
  KY: Lawrence County (21127),2010-2013,male,45-64,hw,0,0
  KY: Lawrence County (21127),2010-2013,male,45-64,b,0,0
  KY: Lawrence County (21127),2010-2013,male,65+,nhw,0,0
  KY: Lawrence County (21127),2010-2013,male,65+,hw,0,0
  KY: Lawrence County (21127),2010-2013,male,65+,b,0,0
  KY: Lawrence County (21127),2010-2013,female,0-44,nhw,0,0
  KY: Lawrence County (21127),2010-2013,female,0-44,hw,0,0
  KY: Lawrence County (21127),2010-2013,female,0-44,b,0,0
  KY: Lawrence County (21127),2010-2013,female,45-64,nhw,0,0
  KY: Lawrence County (21127),2010-2013,female,45-64,hw,0,0
  KY: Lawrence County (21127),2010-2013,female,45-64,b,0,0
  KY: Lawrence County (21127),2010-2013,female,65+,nhw,0,0
  KY: Lawrence County (21127),2010-2013,female,65+,hw,0,0
  KY: Lawrence County (21127),2010-2013,female,65+,b,0,0
  KY: Lee County (21129),2000-2004,male,0-44,nhw,0,0
  KY: Lee County (21129),2000-2004,male,0-44,hw,0,0
  KY: Lee County (21129),2000-2004,male,0-44,b,0,0
  KY: Lee County (21129),2000-2004,male,45-64,nhw,0,0
  KY: Lee County (21129),2000-2004,male,45-64,hw,0,0
  KY: Lee County (21129),2000-2004,male,45-64,b,0,0
  KY: Lee County (21129),2000-2004,male,65+,nhw,0,1
  KY: Lee County (21129),2000-2004,male,65+,hw,0,0
  KY: Lee County (21129),2000-2004,male,65+,b,0,0
  KY: Lee County (21129),2000-2004,female,0-44,nhw,0,0
  KY: Lee County (21129),2000-2004,female,0-44,hw,0,0
  KY: Lee County (21129),2000-2004,female,0-44,b,0,0
  KY: Lee County (21129),2000-2004,female,45-64,nhw,0,0
  KY: Lee County (21129),2000-2004,female,45-64,hw,0,0
  KY: Lee County (21129),2000-2004,female,45-64,b,0,0
  KY: Lee County (21129),2000-2004,female,65+,nhw,0,0
  KY: Lee County (21129),2000-2004,female,65+,hw,0,0
  KY: Lee County (21129),2000-2004,female,65+,b,0,0
  KY: Lee County (21129),2005-2009,male,0-44,nhw,0,0
  KY: Lee County (21129),2005-2009,male,0-44,hw,0,0
  KY: Lee County (21129),2005-2009,male,0-44,b,0,0
  KY: Lee County (21129),2005-2009,male,45-64,nhw,0,1
  KY: Lee County (21129),2005-2009,male,45-64,hw,0,0
  KY: Lee County (21129),2005-2009,male,45-64,b,0,0
  KY: Lee County (21129),2005-2009,male,65+,nhw,0,0
  KY: Lee County (21129),2005-2009,male,65+,hw,0,0
  KY: Lee County (21129),2005-2009,male,65+,b,0,0
  KY: Lee County (21129),2005-2009,female,0-44,nhw,0,0
  KY: Lee County (21129),2005-2009,female,0-44,hw,0,0
  KY: Lee County (21129),2005-2009,female,0-44,b,0,0
  KY: Lee County (21129),2005-2009,female,45-64,nhw,0,0
  KY: Lee County (21129),2005-2009,female,45-64,hw,0,0
  KY: Lee County (21129),2005-2009,female,45-64,b,0,0
  KY: Lee County (21129),2005-2009,female,65+,nhw,0,0
  KY: Lee County (21129),2005-2009,female,65+,hw,0,0
  KY: Lee County (21129),2005-2009,female,65+,b,0,0
  KY: Lee County (21129),2010-2013,male,0-44,nhw,0,0
  KY: Lee County (21129),2010-2013,male,0-44,hw,0,0
  KY: Lee County (21129),2010-2013,male,0-44,b,0,0
  KY: Lee County (21129),2010-2013,male,45-64,nhw,0,0
  KY: Lee County (21129),2010-2013,male,45-64,hw,0,0
  KY: Lee County (21129),2010-2013,male,45-64,b,0,0
  KY: Lee County (21129),2010-2013,male,65+,nhw,0,0
  KY: Lee County (21129),2010-2013,male,65+,hw,0,0
  KY: Lee County (21129),2010-2013,male,65+,b,0,0
  KY: Lee County (21129),2010-2013,female,0-44,nhw,0,0
  KY: Lee County (21129),2010-2013,female,0-44,hw,0,0
  KY: Lee County (21129),2010-2013,female,0-44,b,0,0
  KY: Lee County (21129),2010-2013,female,45-64,nhw,0,0
  KY: Lee County (21129),2010-2013,female,45-64,hw,0,0
  KY: Lee County (21129),2010-2013,female,45-64,b,0,0
  KY: Lee County (21129),2010-2013,female,65+,nhw,0,0
  KY: Lee County (21129),2010-2013,female,65+,hw,0,0
  KY: Lee County (21129),2010-2013,female,65+,b,0,0
  KY: Leslie County (21131),2000-2004,male,0-44,nhw,0,0
  KY: Leslie County (21131),2000-2004,male,0-44,hw,0,0
  KY: Leslie County (21131),2000-2004,male,0-44,b,0,0
  KY: Leslie County (21131),2000-2004,male,45-64,nhw,0,0
  KY: Leslie County (21131),2000-2004,male,45-64,hw,0,0
  KY: Leslie County (21131),2000-2004,male,45-64,b,0,0
  KY: Leslie County (21131),2000-2004,male,65+,nhw,0,0
  KY: Leslie County (21131),2000-2004,male,65+,hw,0,0
  KY: Leslie County (21131),2000-2004,male,65+,b,0,0
  KY: Leslie County (21131),2000-2004,female,0-44,nhw,0,1
  KY: Leslie County (21131),2000-2004,female,0-44,hw,0,0
  KY: Leslie County (21131),2000-2004,female,0-44,b,0,0
  KY: Leslie County (21131),2000-2004,female,45-64,nhw,0,0
  KY: Leslie County (21131),2000-2004,female,45-64,hw,0,0
  KY: Leslie County (21131),2000-2004,female,45-64,b,0,0
  KY: Leslie County (21131),2000-2004,female,65+,nhw,0,0
  KY: Leslie County (21131),2000-2004,female,65+,hw,0,0
  KY: Leslie County (21131),2000-2004,female,65+,b,0,0
  KY: Leslie County (21131),2005-2009,male,0-44,nhw,0,1
  KY: Leslie County (21131),2005-2009,male,0-44,hw,0,0
  KY: Leslie County (21131),2005-2009,male,0-44,b,0,0
  KY: Leslie County (21131),2005-2009,male,45-64,nhw,0,0
  KY: Leslie County (21131),2005-2009,male,45-64,hw,0,0
  KY: Leslie County (21131),2005-2009,male,45-64,b,0,0
  KY: Leslie County (21131),2005-2009,male,65+,nhw,0,0
  KY: Leslie County (21131),2005-2009,male,65+,hw,0,0
  KY: Leslie County (21131),2005-2009,male,65+,b,0,0
  KY: Leslie County (21131),2005-2009,female,0-44,nhw,0,0
  KY: Leslie County (21131),2005-2009,female,0-44,hw,0,0
  KY: Leslie County (21131),2005-2009,female,0-44,b,0,0
  KY: Leslie County (21131),2005-2009,female,45-64,nhw,0,0
  KY: Leslie County (21131),2005-2009,female,45-64,hw,0,0
  KY: Leslie County (21131),2005-2009,female,45-64,b,0,0
  KY: Leslie County (21131),2005-2009,female,65+,nhw,0,0
  KY: Leslie County (21131),2005-2009,female,65+,hw,0,0
  KY: Leslie County (21131),2005-2009,female,65+,b,0,0
  KY: Leslie County (21131),2010-2013,male,0-44,nhw,0,1
  KY: Leslie County (21131),2010-2013,male,0-44,hw,0,0
  KY: Leslie County (21131),2010-2013,male,0-44,b,0,0
  KY: Leslie County (21131),2010-2013,male,45-64,nhw,0,0
  KY: Leslie County (21131),2010-2013,male,45-64,hw,0,0
  KY: Leslie County (21131),2010-2013,male,45-64,b,0,0
  KY: Leslie County (21131),2010-2013,male,65+,nhw,0,0
  KY: Leslie County (21131),2010-2013,male,65+,hw,0,0
  KY: Leslie County (21131),2010-2013,male,65+,b,0,0
  KY: Leslie County (21131),2010-2013,female,0-44,nhw,0,0
  KY: Leslie County (21131),2010-2013,female,0-44,hw,0,0
  KY: Leslie County (21131),2010-2013,female,0-44,b,0,0
  KY: Leslie County (21131),2010-2013,female,45-64,nhw,0,0
  KY: Leslie County (21131),2010-2013,female,45-64,hw,0,0
  KY: Leslie County (21131),2010-2013,female,45-64,b,0,0
  KY: Leslie County (21131),2010-2013,female,65+,nhw,0,0
  KY: Leslie County (21131),2010-2013,female,65+,hw,0,0
  KY: Leslie County (21131),2010-2013,female,65+,b,0,0
  KY: Letcher County (21133),2000-2004,male,0-44,nhw,0,1
  KY: Letcher County (21133),2000-2004,male,0-44,hw,0,0
  KY: Letcher County (21133),2000-2004,male,0-44,b,0,0
  KY: Letcher County (21133),2000-2004,male,45-64,nhw,0,0
  KY: Letcher County (21133),2000-2004,male,45-64,hw,0,0
  KY: Letcher County (21133),2000-2004,male,45-64,b,0,0
