,,,,,eye_scc,eye_non
  KY: Hickman County (21105),2005-2009,female,0-44,hw,0,0
  KY: Hickman County (21105),2005-2009,female,0-44,b,0,0
  KY: Hickman County (21105),2005-2009,female,45-64,nhw,0,0
  KY: Hickman County (21105),2005-2009,female,45-64,hw,0,0
  KY: Hickman County (21105),2005-2009,female,45-64,b,0,0
  KY: Hickman County (21105),2005-2009,female,65+,nhw,0,0
  KY: Hickman County (21105),2005-2009,female,65+,hw,0,0
  KY: Hickman County (21105),2005-2009,female,65+,b,0,0
  KY: Hickman County (21105),2010-2013,male,0-44,nhw,0,0
  KY: Hickman County (21105),2010-2013,male,0-44,hw,0,0
  KY: Hickman County (21105),2010-2013,male,0-44,b,0,0
  KY: Hickman County (21105),2010-2013,male,45-64,nhw,0,0
  KY: Hickman County (21105),2010-2013,male,45-64,hw,0,0
  KY: Hickman County (21105),2010-2013,male,45-64,b,0,0
  KY: Hickman County (21105),2010-2013,male,65+,nhw,0,0
  KY: Hickman County (21105),2010-2013,male,65+,hw,0,0
  KY: Hickman County (21105),2010-2013,male,65+,b,0,0
  KY: Hickman County (21105),2010-2013,female,0-44,nhw,0,0
  KY: Hickman County (21105),2010-2013,female,0-44,hw,0,0
  KY: Hickman County (21105),2010-2013,female,0-44,b,0,0
  KY: Hickman County (21105),2010-2013,female,45-64,nhw,0,0
  KY: Hickman County (21105),2010-2013,female,45-64,hw,0,0
  KY: Hickman County (21105),2010-2013,female,45-64,b,0,0
  KY: Hickman County (21105),2010-2013,female,65+,nhw,0,0
  KY: Hickman County (21105),2010-2013,female,65+,hw,0,0
  KY: Hickman County (21105),2010-2013,female,65+,b,0,0
  KY: Hopkins County (21107),2000-2004,male,0-44,nhw,0,1
  KY: Hopkins County (21107),2000-2004,male,0-44,hw,0,0
  KY: Hopkins County (21107),2000-2004,male,0-44,b,0,0
  KY: Hopkins County (21107),2000-2004,male,45-64,nhw,0,2
  KY: Hopkins County (21107),2000-2004,male,45-64,hw,0,0
  KY: Hopkins County (21107),2000-2004,male,45-64,b,0,0
  KY: Hopkins County (21107),2000-2004,male,65+,nhw,1,0
  KY: Hopkins County (21107),2000-2004,male,65+,hw,0,0
  KY: Hopkins County (21107),2000-2004,male,65+,b,0,0
  KY: Hopkins County (21107),2000-2004,female,0-44,nhw,0,1
  KY: Hopkins County (21107),2000-2004,female,0-44,hw,0,0
  KY: Hopkins County (21107),2000-2004,female,0-44,b,0,0
  KY: Hopkins County (21107),2000-2004,female,45-64,nhw,0,0
  KY: Hopkins County (21107),2000-2004,female,45-64,hw,0,0
  KY: Hopkins County (21107),2000-2004,female,45-64,b,0,0
  KY: Hopkins County (21107),2000-2004,female,65+,nhw,0,2
  KY: Hopkins County (21107),2000-2004,female,65+,hw,0,0
  KY: Hopkins County (21107),2000-2004,female,65+,b,0,0
  KY: Hopkins County (21107),2005-2009,male,0-44,nhw,0,1
  KY: Hopkins County (21107),2005-2009,male,0-44,hw,0,0
  KY: Hopkins County (21107),2005-2009,male,0-44,b,0,0
  KY: Hopkins County (21107),2005-2009,male,45-64,nhw,0,0
  KY: Hopkins County (21107),2005-2009,male,45-64,hw,0,0
  KY: Hopkins County (21107),2005-2009,male,45-64,b,0,0
  KY: Hopkins County (21107),2005-2009,male,65+,nhw,0,0
  KY: Hopkins County (21107),2005-2009,male,65+,hw,0,0
  KY: Hopkins County (21107),2005-2009,male,65+,b,0,0
  KY: Hopkins County (21107),2005-2009,female,0-44,nhw,0,1
  KY: Hopkins County (21107),2005-2009,female,0-44,hw,0,0
  KY: Hopkins County (21107),2005-2009,female,0-44,b,0,0
  KY: Hopkins County (21107),2005-2009,female,45-64,nhw,1,0
  KY: Hopkins County (21107),2005-2009,female,45-64,hw,0,0
  KY: Hopkins County (21107),2005-2009,female,45-64,b,0,0
  KY: Hopkins County (21107),2005-2009,female,65+,nhw,0,0
  KY: Hopkins County (21107),2005-2009,female,65+,hw,0,0
  KY: Hopkins County (21107),2005-2009,female,65+,b,0,0
  KY: Hopkins County (21107),2010-2013,male,0-44,nhw,0,0
  KY: Hopkins County (21107),2010-2013,male,0-44,hw,0,0
  KY: Hopkins County (21107),2010-2013,male,0-44,b,0,0
  KY: Hopkins County (21107),2010-2013,male,45-64,nhw,0,1
  KY: Hopkins County (21107),2010-2013,male,45-64,hw,0,0
  KY: Hopkins County (21107),2010-2013,male,45-64,b,0,0
  KY: Hopkins County (21107),2010-2013,male,65+,nhw,0,2
  KY: Hopkins County (21107),2010-2013,male,65+,hw,0,0
  KY: Hopkins County (21107),2010-2013,male,65+,b,0,0
  KY: Hopkins County (21107),2010-2013,female,0-44,nhw,0,0
  KY: Hopkins County (21107),2010-2013,female,0-44,hw,0,0
  KY: Hopkins County (21107),2010-2013,female,0-44,b,0,0
  KY: Hopkins County (21107),2010-2013,female,45-64,nhw,0,1
  KY: Hopkins County (21107),2010-2013,female,45-64,hw,0,0
  KY: Hopkins County (21107),2010-2013,female,45-64,b,0,0
  KY: Hopkins County (21107),2010-2013,female,65+,nhw,0,1
  KY: Hopkins County (21107),2010-2013,female,65+,hw,0,0
  KY: Hopkins County (21107),2010-2013,female,65+,b,0,0
  KY: Jackson County (21109),2000-2004,male,0-44,nhw,0,0
  KY: Jackson County (21109),2000-2004,male,0-44,hw,0,0
  KY: Jackson County (21109),2000-2004,male,0-44,b,0,0
  KY: Jackson County (21109),2000-2004,male,45-64,nhw,0,0
  KY: Jackson County (21109),2000-2004,male,45-64,hw,0,0
  KY: Jackson County (21109),2000-2004,male,45-64,b,0,0
  KY: Jackson County (21109),2000-2004,male,65+,nhw,1,0
  KY: Jackson County (21109),2000-2004,male,65+,hw,0,0
  KY: Jackson County (21109),2000-2004,male,65+,b,0,0
  KY: Jackson County (21109),2000-2004,female,0-44,nhw,0,0
  KY: Jackson County (21109),2000-2004,female,0-44,hw,0,0
  KY: Jackson County (21109),2000-2004,female,0-44,b,0,0
  KY: Jackson County (21109),2000-2004,female,45-64,nhw,0,0
  KY: Jackson County (21109),2000-2004,female,45-64,hw,0,0
  KY: Jackson County (21109),2000-2004,female,45-64,b,0,0
  KY: Jackson County (21109),2000-2004,female,65+,nhw,0,1
  KY: Jackson County (21109),2000-2004,female,65+,hw,0,0
  KY: Jackson County (21109),2000-2004,female,65+,b,0,0
  KY: Jackson County (21109),2005-2009,male,0-44,nhw,0,0
  KY: Jackson County (21109),2005-2009,male,0-44,hw,0,0
  KY: Jackson County (21109),2005-2009,male,0-44,b,0,0
  KY: Jackson County (21109),2005-2009,male,45-64,nhw,0,0
  KY: Jackson County (21109),2005-2009,male,45-64,hw,0,0
  KY: Jackson County (21109),2005-2009,male,45-64,b,0,0
  KY: Jackson County (21109),2005-2009,male,65+,nhw,0,0
  KY: Jackson County (21109),2005-2009,male,65+,hw,0,0
  KY: Jackson County (21109),2005-2009,male,65+,b,0,0
  KY: Jackson County (21109),2005-2009,female,0-44,nhw,0,0
  KY: Jackson County (21109),2005-2009,female,0-44,hw,0,0
  KY: Jackson County (21109),2005-2009,female,0-44,b,0,0
  KY: Jackson County (21109),2005-2009,female,45-64,nhw,0,0
  KY: Jackson County (21109),2005-2009,female,45-64,hw,0,0
  KY: Jackson County (21109),2005-2009,female,45-64,b,0,0
  KY: Jackson County (21109),2005-2009,female,65+,nhw,0,0
  KY: Jackson County (21109),2005-2009,female,65+,hw,0,0
  KY: Jackson County (21109),2005-2009,female,65+,b,0,0
  KY: Jackson County (21109),2010-2013,male,0-44,nhw,0,0
  KY: Jackson County (21109),2010-2013,male,0-44,hw,0,0
  KY: Jackson County (21109),2010-2013,male,0-44,b,0,0
  KY: Jackson County (21109),2010-2013,male,45-64,nhw,0,1
  KY: Jackson County (21109),2010-2013,male,45-64,hw,0,0
  KY: Jackson County (21109),2010-2013,male,45-64,b,0,0
  KY: Jackson County (21109),2010-2013,male,65+,nhw,0,0
  KY: Jackson County (21109),2010-2013,male,65+,hw,0,0
  KY: Jackson County (21109),2010-2013,male,65+,b,0,0
  KY: Jackson County (21109),2010-2013,female,0-44,nhw,0,0
  KY: Jackson County (21109),2010-2013,female,0-44,hw,0,0
  KY: Jackson County (21109),2010-2013,female,0-44,b,0,0
  KY: Jackson County (21109),2010-2013,female,45-64,nhw,0,0
  KY: Jackson County (21109),2010-2013,female,45-64,hw,0,0
  KY: Jackson County (21109),2010-2013,female,45-64,b,0,0
  KY: Jackson County (21109),2010-2013,female,65+,nhw,0,0
  KY: Jackson County (21109),2010-2013,female,65+,hw,0,0
  KY: Jackson County (21109),2010-2013,female,65+,b,0,0
  KY: Jefferson County (21111),2000-2004,male,0-44,nhw,0,4
  KY: Jefferson County (21111),2000-2004,male,0-44,hw,0,0
  KY: Jefferson County (21111),2000-2004,male,0-44,b,0,1
  KY: Jefferson County (21111),2000-2004,male,45-64,nhw,0,7
  KY: Jefferson County (21111),2000-2004,male,45-64,hw,0,0
  KY: Jefferson County (21111),2000-2004,male,45-64,b,0,0
  KY: Jefferson County (21111),2000-2004,male,65+,nhw,1,5
  KY: Jefferson County (21111),2000-2004,male,65+,hw,0,0
  KY: Jefferson County (21111),2000-2004,male,65+,b,0,0
  KY: Jefferson County (21111),2000-2004,female,0-44,nhw,0,4
  KY: Jefferson County (21111),2000-2004,female,0-44,hw,0,0
  KY: Jefferson County (21111),2000-2004,female,0-44,b,0,0
  KY: Jefferson County (21111),2000-2004,female,45-64,nhw,0,5
  KY: Jefferson County (21111),2000-2004,female,45-64,hw,0,0
  KY: Jefferson County (21111),2000-2004,female,45-64,b,0,0
  KY: Jefferson County (21111),2000-2004,female,65+,nhw,2,6
  KY: Jefferson County (21111),2000-2004,female,65+,hw,0,0
  KY: Jefferson County (21111),2000-2004,female,65+,b,0,0
  KY: Jefferson County (21111),2005-2009,male,0-44,nhw,0,6
  KY: Jefferson County (21111),2005-2009,male,0-44,hw,0,0
  KY: Jefferson County (21111),2005-2009,male,0-44,b,0,0
  KY: Jefferson County (21111),2005-2009,male,45-64,nhw,0,8
  KY: Jefferson County (21111),2005-2009,male,45-64,hw,0,0
  KY: Jefferson County (21111),2005-2009,male,45-64,b,0,0
  KY: Jefferson County (21111),2005-2009,male,65+,nhw,0,5
  KY: Jefferson County (21111),2005-2009,male,65+,hw,0,0
  KY: Jefferson County (21111),2005-2009,male,65+,b,0,0
  KY: Jefferson County (21111),2005-2009,female,0-44,nhw,0,5
  KY: Jefferson County (21111),2005-2009,female,0-44,hw,0,0
  KY: Jefferson County (21111),2005-2009,female,0-44,b,0,1
  KY: Jefferson County (21111),2005-2009,female,45-64,nhw,1,6
  KY: Jefferson County (21111),2005-2009,female,45-64,hw,0,0
  KY: Jefferson County (21111),2005-2009,female,45-64,b,0,0
  KY: Jefferson County (21111),2005-2009,female,65+,nhw,0,8
  KY: Jefferson County (21111),2005-2009,female,65+,hw,0,0
  KY: Jefferson County (21111),2005-2009,female,65+,b,0,0
  KY: Jefferson County (21111),2010-2013,male,0-44,nhw,0,4
  KY: Jefferson County (21111),2010-2013,male,0-44,hw,0,0
  KY: Jefferson County (21111),2010-2013,male,0-44,b,0,4
  KY: Jefferson County (21111),2010-2013,male,45-64,nhw,2,6
  KY: Jefferson County (21111),2010-2013,male,45-64,hw,0,0
  KY: Jefferson County (21111),2010-2013,male,45-64,b,0,2
  KY: Jefferson County (21111),2010-2013,male,65+,nhw,1,3
  KY: Jefferson County (21111),2010-2013,male,65+,hw,0,0
  KY: Jefferson County (21111),2010-2013,male,65+,b,0,0
  KY: Jefferson County (21111),2010-2013,female,0-44,nhw,0,3
  KY: Jefferson County (21111),2010-2013,female,0-44,hw,0,0
  KY: Jefferson County (21111),2010-2013,female,0-44,b,0,1
  KY: Jefferson County (21111),2010-2013,female,45-64,nhw,0,8
  KY: Jefferson County (21111),2010-2013,female,45-64,hw,0,0
  KY: Jefferson County (21111),2010-2013,female,45-64,b,0,0
  KY: Jefferson County (21111),2010-2013,female,65+,nhw,0,4
  KY: Jefferson County (21111),2010-2013,female,65+,hw,0,1
  KY: Jefferson County (21111),2010-2013,female,65+,b,0,0
  KY: Jessamine County (21113),2000-2004,male,0-44,nhw,0,1
  KY: Jessamine County (21113),2000-2004,male,0-44,hw,0,0
  KY: Jessamine County (21113),2000-2004,male,0-44,b,0,0
  KY: Jessamine County (21113),2000-2004,male,45-64,nhw,1,1
  KY: Jessamine County (21113),2000-2004,male,45-64,hw,0,0
  KY: Jessamine County (21113),2000-2004,male,45-64,b,0,0
  KY: Jessamine County (21113),2000-2004,male,65+,nhw,2,0
  KY: Jessamine County (21113),2000-2004,male,65+,hw,0,0
  KY: Jessamine County (21113),2000-2004,male,65+,b,0,0
  KY: Jessamine County (21113),2000-2004,female,0-44,nhw,0,0
  KY: Jessamine County (21113),2000-2004,female,0-44,hw,0,0
  KY: Jessamine County (21113),2000-2004,female,0-44,b,0,0
  KY: Jessamine County (21113),2000-2004,female,45-64,nhw,0,0
  KY: Jessamine County (21113),2000-2004,female,45-64,hw,0,0
  KY: Jessamine County (21113),2000-2004,female,45-64,b,0,0
  KY: Jessamine County (21113),2000-2004,female,65+,nhw,0,0
  KY: Jessamine County (21113),2000-2004,female,65+,hw,0,0
  KY: Jessamine County (21113),2000-2004,female,65+,b,0,0
  KY: Jessamine County (21113),2005-2009,male,0-44,nhw,0,0
  KY: Jessamine County (21113),2005-2009,male,0-44,hw,0,0
  KY: Jessamine County (21113),2005-2009,male,0-44,b,0,0
  KY: Jessamine County (21113),2005-2009,male,45-64,nhw,0,1
  KY: Jessamine County (21113),2005-2009,male,45-64,hw,0,0
  KY: Jessamine County (21113),2005-2009,male,45-64,b,0,0
  KY: Jessamine County (21113),2005-2009,male,65+,nhw,1,0
  KY: Jessamine County (21113),2005-2009,male,65+,hw,0,0
  KY: Jessamine County (21113),2005-2009,male,65+,b,0,0
  KY: Jessamine County (21113),2005-2009,female,0-44,nhw,0,0
  KY: Jessamine County (21113),2005-2009,female,0-44,hw,0,0
  KY: Jessamine County (21113),2005-2009,female,0-44,b,0,0
  KY: Jessamine County (21113),2005-2009,female,45-64,nhw,0,0
  KY: Jessamine County (21113),2005-2009,female,45-64,hw,0,0
  KY: Jessamine County (21113),2005-2009,female,45-64,b,0,0
  KY: Jessamine County (21113),2005-2009,female,65+,nhw,0,0
  KY: Jessamine County (21113),2005-2009,female,65+,hw,0,0
  KY: Jessamine County (21113),2005-2009,female,65+,b,0,0
  KY: Jessamine County (21113),2010-2013,male,0-44,nhw,0,0
  KY: Jessamine County (21113),2010-2013,male,0-44,hw,0,0
  KY: Jessamine County (21113),2010-2013,male,0-44,b,0,0
  KY: Jessamine County (21113),2010-2013,male,45-64,nhw,0,0
  KY: Jessamine County (21113),2010-2013,male,45-64,hw,0,0
  KY: Jessamine County (21113),2010-2013,male,45-64,b,0,0
  KY: Jessamine County (21113),2010-2013,male,65+,nhw,1,0
  KY: Jessamine County (21113),2010-2013,male,65+,hw,0,0
  KY: Jessamine County (21113),2010-2013,male,65+,b,0,0
  KY: Jessamine County (21113),2010-2013,female,0-44,nhw,0,0
  KY: Jessamine County (21113),2010-2013,female,0-44,hw,0,0
  KY: Jessamine County (21113),2010-2013,female,0-44,b,0,0
  KY: Jessamine County (21113),2010-2013,female,45-64,nhw,0,0
  KY: Jessamine County (21113),2010-2013,female,45-64,hw,0,0
  KY: Jessamine County (21113),2010-2013,female,45-64,b,0,0
  KY: Jessamine County (21113),2010-2013,female,65+,nhw,0,0
  KY: Jessamine County (21113),2010-2013,female,65+,hw,0,0
  KY: Jessamine County (21113),2010-2013,female,65+,b,0,0
  KY: Johnson County (21115),2000-2004,male,0-44,nhw,0,0
  KY: Johnson County (21115),2000-2004,male,0-44,hw,0,0
  KY: Johnson County (21115),2000-2004,male,0-44,b,0,0
  KY: Johnson County (21115),2000-2004,male,45-64,nhw,0,0
  KY: Johnson County (21115),2000-2004,male,45-64,hw,0,0
  KY: Johnson County (21115),2000-2004,male,45-64,b,0,0
  KY: Johnson County (21115),2000-2004,male,65+,nhw,0,0
  KY: Johnson County (21115),2000-2004,male,65+,hw,0,0
  KY: Johnson County (21115),2000-2004,male,65+,b,0,0
  KY: Johnson County (21115),2000-2004,female,0-44,nhw,0,0
  KY: Johnson County (21115),2000-2004,female,0-44,hw,0,0
  KY: Johnson County (21115),2000-2004,female,0-44,b,0,0
  KY: Johnson County (21115),2000-2004,female,45-64,nhw,0,0
  KY: Johnson County (21115),2000-2004,female,45-64,hw,0,0
  KY: Johnson County (21115),2000-2004,female,45-64,b,0,0
  KY: Johnson County (21115),2000-2004,female,65+,nhw,0,0
  KY: Johnson County (21115),2000-2004,female,65+,hw,0,0
  KY: Johnson County (21115),2000-2004,female,65+,b,0,0
  KY: Johnson County (21115),2005-2009,male,0-44,nhw,0,0
  KY: Johnson County (21115),2005-2009,male,0-44,hw,0,0
  KY: Johnson County (21115),2005-2009,male,0-44,b,0,0
  KY: Johnson County (21115),2005-2009,male,45-64,nhw,0,1
  KY: Johnson County (21115),2005-2009,male,45-64,hw,0,0
  KY: Johnson County (21115),2005-2009,male,45-64,b,0,0
  KY: Johnson County (21115),2005-2009,male,65+,nhw,0,0
  KY: Johnson County (21115),2005-2009,male,65+,hw,0,0
  KY: Johnson County (21115),2005-2009,male,65+,b,0,0
  KY: Johnson County (21115),2005-2009,female,0-44,nhw,0,0
  KY: Johnson County (21115),2005-2009,female,0-44,hw,0,0
  KY: Johnson County (21115),2005-2009,female,0-44,b,0,0
  KY: Johnson County (21115),2005-2009,female,45-64,nhw,0,0
  KY: Johnson County (21115),2005-2009,female,45-64,hw,0,0
  KY: Johnson County (21115),2005-2009,female,45-64,b,0,0
  KY: Johnson County (21115),2005-2009,female,65+,nhw,0,0
  KY: Johnson County (21115),2005-2009,female,65+,hw,0,0
  KY: Johnson County (21115),2005-2009,female,65+,b,0,0
  KY: Johnson County (21115),2010-2013,male,0-44,nhw,0,0
  KY: Johnson County (21115),2010-2013,male,0-44,hw,0,0
  KY: Johnson County (21115),2010-2013,male,0-44,b,0,0
  KY: Johnson County (21115),2010-2013,male,45-64,nhw,0,0
  KY: Johnson County (21115),2010-2013,male,45-64,hw,0,0
  KY: Johnson County (21115),2010-2013,male,45-64,b,0,0
  KY: Johnson County (21115),2010-2013,male,65+,nhw,0,0
  KY: Johnson County (21115),2010-2013,male,65+,hw,0,0
  KY: Johnson County (21115),2010-2013,male,65+,b,0,0
  KY: Johnson County (21115),2010-2013,female,0-44,nhw,0,1
  KY: Johnson County (21115),2010-2013,female,0-44,hw,0,0
  KY: Johnson County (21115),2010-2013,female,0-44,b,0,0
  KY: Johnson County (21115),2010-2013,female,45-64,nhw,0,0
  KY: Johnson County (21115),2010-2013,female,45-64,hw,0,0
  KY: Johnson County (21115),2010-2013,female,45-64,b,0,0
  KY: Johnson County (21115),2010-2013,female,65+,nhw,0,0
  KY: Johnson County (21115),2010-2013,female,65+,hw,0,0
  KY: Johnson County (21115),2010-2013,female,65+,b,0,0
  KY: Kenton County (21117),2000-2004,male,0-44,nhw,0,0
  KY: Kenton County (21117),2000-2004,male,0-44,hw,0,0
  KY: Kenton County (21117),2000-2004,male,0-44,b,0,0
  KY: Kenton County (21117),2000-2004,male,45-64,nhw,0,1
  KY: Kenton County (21117),2000-2004,male,45-64,hw,0,0
  KY: Kenton County (21117),2000-2004,male,45-64,b,0,0
  KY: Kenton County (21117),2000-2004,male,65+,nhw,1,0
  KY: Kenton County (21117),2000-2004,male,65+,hw,0,0
  KY: Kenton County (21117),2000-2004,male,65+,b,0,0
  KY: Kenton County (21117),2000-2004,female,0-44,nhw,0,1
  KY: Kenton County (21117),2000-2004,female,0-44,hw,0,0
  KY: Kenton County (21117),2000-2004,female,0-44,b,0,0
  KY: Kenton County (21117),2000-2004,female,45-64,nhw,0,2
  KY: Kenton County (21117),2000-2004,female,45-64,hw,0,0
  KY: Kenton County (21117),2000-2004,female,45-64,b,0,0
  KY: Kenton County (21117),2000-2004,female,65+,nhw,0,1
  KY: Kenton County (21117),2000-2004,female,65+,hw,0,0
  KY: Kenton County (21117),2000-2004,female,65+,b,0,0
  KY: Kenton County (21117),2005-2009,male,0-44,nhw,0,2
  KY: Kenton County (21117),2005-2009,male,0-44,hw,0,0
  KY: Kenton County (21117),2005-2009,male,0-44,b,0,0
  KY: Kenton County (21117),2005-2009,male,45-64,nhw,0,0
  KY: Kenton County (21117),2005-2009,male,45-64,hw,0,0
  KY: Kenton County (21117),2005-2009,male,45-64,b,0,0
  KY: Kenton County (21117),2005-2009,male,65+,nhw,0,3
  KY: Kenton County (21117),2005-2009,male,65+,hw,0,0
  KY: Kenton County (21117),2005-2009,male,65+,b,0,0
  KY: Kenton County (21117),2005-2009,female,0-44,nhw,0,0
  KY: Kenton County (21117),2005-2009,female,0-44,hw,0,0
  KY: Kenton County (21117),2005-2009,female,0-44,b,0,0
  KY: Kenton County (21117),2005-2009,female,45-64,nhw,0,0
  KY: Kenton County (21117),2005-2009,female,45-64,hw,0,0
  KY: Kenton County (21117),2005-2009,female,45-64,b,0,0
  KY: Kenton County (21117),2005-2009,female,65+,nhw,0,2
  KY: Kenton County (21117),2005-2009,female,65+,hw,0,0
  KY: Kenton County (21117),2005-2009,female,65+,b,0,0
  KY: Kenton County (21117),2010-2013,male,0-44,nhw,0,1
  KY: Kenton County (21117),2010-2013,male,0-44,hw,0,0
  KY: Kenton County (21117),2010-2013,male,0-44,b,0,0
  KY: Kenton County (21117),2010-2013,male,45-64,nhw,0,1
  KY: Kenton County (21117),2010-2013,male,45-64,hw,0,0
  KY: Kenton County (21117),2010-2013,male,45-64,b,0,0
  KY: Kenton County (21117),2010-2013,male,65+,nhw,1,0
  KY: Kenton County (21117),2010-2013,male,65+,hw,0,0
  KY: Kenton County (21117),2010-2013,male,65+,b,0,0
  KY: Kenton County (21117),2010-2013,female,0-44,nhw,0,2
  KY: Kenton County (21117),2010-2013,female,0-44,hw,0,0
  KY: Kenton County (21117),2010-2013,female,0-44,b,0,0
  KY: Kenton County (21117),2010-2013,female,45-64,nhw,0,2
  KY: Kenton County (21117),2010-2013,female,45-64,hw,0,0
  KY: Kenton County (21117),2010-2013,female,45-64,b,0,0
  KY: Kenton County (21117),2010-2013,female,65+,nhw,0,0
  KY: Kenton County (21117),2010-2013,female,65+,hw,0,0
  KY: Kenton County (21117),2010-2013,female,65+,b,0,0
  KY: Knott County (21119),2000-2004,male,0-44,nhw,0,0
  KY: Knott County (21119),2000-2004,male,0-44,hw,0,0
  KY: Knott County (21119),2000-2004,male,0-44,b,0,0
  KY: Knott County (21119),2000-2004,male,45-64,nhw,0,0
  KY: Knott County (21119),2000-2004,male,45-64,hw,0,0
  KY: Knott County (21119),2000-2004,male,45-64,b,0,0
  KY: Knott County (21119),2000-2004,male,65+,nhw,0,0
  KY: Knott County (21119),2000-2004,male,65+,hw,0,0
  KY: Knott County (21119),2000-2004,male,65+,b,0,0
  KY: Knott County (21119),2000-2004,female,0-44,nhw,0,0
  KY: Knott County (21119),2000-2004,female,0-44,hw,0,0
  KY: Knott County (21119),2000-2004,female,0-44,b,0,0
  KY: Knott County (21119),2000-2004,female,45-64,nhw,0,0
  KY: Knott County (21119),2000-2004,female,45-64,hw,0,0
  KY: Knott County (21119),2000-2004,female,45-64,b,0,0
  KY: Knott County (21119),2000-2004,female,65+,nhw,0,0
  KY: Knott County (21119),2000-2004,female,65+,hw,0,0
  KY: Knott County (21119),2000-2004,female,65+,b,0,0
  KY: Knott County (21119),2005-2009,male,0-44,nhw,0,0
  KY: Knott County (21119),2005-2009,male,0-44,hw,0,0
  KY: Knott County (21119),2005-2009,male,0-44,b,0,0
  KY: Knott County (21119),2005-2009,male,45-64,nhw,0,0
  KY: Knott County (21119),2005-2009,male,45-64,hw,0,0
  KY: Knott County (21119),2005-2009,male,45-64,b,0,0
  KY: Knott County (21119),2005-2009,male,65+,nhw,0,0
  KY: Knott County (21119),2005-2009,male,65+,hw,0,0
  KY: Knott County (21119),2005-2009,male,65+,b,0,0
  KY: Knott County (21119),2005-2009,female,0-44,nhw,0,0
  KY: Knott County (21119),2005-2009,female,0-44,hw,0,0
  KY: Knott County (21119),2005-2009,female,0-44,b,0,0
  KY: Knott County (21119),2005-2009,female,45-64,nhw,0,0
  KY: Knott County (21119),2005-2009,female,45-64,hw,0,0
  KY: Knott County (21119),2005-2009,female,45-64,b,0,0
  KY: Knott County (21119),2005-2009,female,65+,nhw,0,0
  KY: Knott County (21119),2005-2009,female,65+,hw,0,0
  KY: Knott County (21119),2005-2009,female,65+,b,0,0
  KY: Knott County (21119),2010-2013,male,0-44,nhw,0,1
  KY: Knott County (21119),2010-2013,male,0-44,hw,0,0
  KY: Knott County (21119),2010-2013,male,0-44,b,0,0
  KY: Knott County (21119),2010-2013,male,45-64,nhw,0,0
  KY: Knott County (21119),2010-2013,male,45-64,hw,0,0
  KY: Knott County (21119),2010-2013,male,45-64,b,0,0
  KY: Knott County (21119),2010-2013,male,65+,nhw,0,1
  KY: Knott County (21119),2010-2013,male,65+,hw,0,0
  KY: Knott County (21119),2010-2013,male,65+,b,0,0
  KY: Knott County (21119),2010-2013,female,0-44,nhw,0,0
  KY: Knott County (21119),2010-2013,female,0-44,hw,0,0
  KY: Knott County (21119),2010-2013,female,0-44,b,0,0
  KY: Knott County (21119),2010-2013,female,45-64,nhw,0,0
  KY: Knott County (21119),2010-2013,female,45-64,hw,0,0
  KY: Knott County (21119),2010-2013,female,45-64,b,0,0
  KY: Knott County (21119),2010-2013,female,65+,nhw,0,0
  KY: Knott County (21119),2010-2013,female,65+,hw,0,0
  KY: Knott County (21119),2010-2013,female,65+,b,0,0
  KY: Knox County (21121),2000-2004,male,0-44,nhw,0,0
  KY: Knox County (21121),2000-2004,male,0-44,hw,0,0
  KY: Knox County (21121),2000-2004,male,0-44,b,0,0
  KY: Knox County (21121),2000-2004,male,45-64,nhw,0,1
  KY: Knox County (21121),2000-2004,male,45-64,hw,0,0
  KY: Knox County (21121),2000-2004,male,45-64,b,0,0
  KY: Knox County (21121),2000-2004,male,65+,nhw,1,0
  KY: Knox County (21121),2000-2004,male,65+,hw,0,0
  KY: Knox County (21121),2000-2004,male,65+,b,0,0
  KY: Knox County (21121),2000-2004,female,0-44,nhw,0,0
  KY: Knox County (21121),2000-2004,female,0-44,hw,0,0
  KY: Knox County (21121),2000-2004,female,0-44,b,0,0
  KY: Knox County (21121),2000-2004,female,45-64,nhw,0,0
  KY: Knox County (21121),2000-2004,female,45-64,hw,0,0
  KY: Knox County (21121),2000-2004,female,45-64,b,0,0
  KY: Knox County (21121),2000-2004,female,65+,nhw,0,0
  KY: Knox County (21121),2000-2004,female,65+,hw,0,0
  KY: Knox County (21121),2000-2004,female,65+,b,0,0
  KY: Knox County (21121),2005-2009,male,0-44,nhw,0,0
  KY: Knox County (21121),2005-2009,male,0-44,hw,0,0
  KY: Knox County (21121),2005-2009,male,0-44,b,0,0
  KY: Knox County (21121),2005-2009,male,45-64,nhw,0,0
  KY: Knox County (21121),2005-2009,male,45-64,hw,0,0
  KY: Knox County (21121),2005-2009,male,45-64,b,0,0
  KY: Knox County (21121),2005-2009,male,65+,nhw,0,0
  KY: Knox County (21121),2005-2009,male,65+,hw,0,0
  KY: Knox County (21121),2005-2009,male,65+,b,0,0
  KY: Knox County (21121),2005-2009,female,0-44,nhw,0,1
  KY: Knox County (21121),2005-2009,female,0-44,hw,0,0
  KY: Knox County (21121),2005-2009,female,0-44,b,0,0
  KY: Knox County (21121),2005-2009,female,45-64,nhw,0,1
  KY: Knox County (21121),2005-2009,female,45-64,hw,0,0
  KY: Knox County (21121),2005-2009,female,45-64,b,0,0
  KY: Knox County (21121),2005-2009,female,65+,nhw,0,0
  KY: Knox County (21121),2005-2009,female,65+,hw,0,0
